Time (EET);Open;High;Low;Close;Volume 
01.01.2009 01:00:00;10,944;10,94739;10,913;10,9193;513,2
01.01.2009 02:00:00;10,93951;10,94918;10,91636;10,9406;509,2
01.01.2009 03:00:00;10,94398;10,94722;10,92296;10,94444;639,8
01.01.2009 04:00:00;10,94407;10,94743;10,92465;10,94179;454,8
01.01.2009 05:00:00;10,94425;10,9463;10,92857;10,94212;541,6
01.01.2009 06:00:00;10,9429;10,9662;10,93448;10,9615;425,8
01.01.2009 07:00:00;10,96239;10,98604;10,92892;10,9826;1154,6
01.01.2009 08:00:00;10,97685;10,98702;10,9319;10,98188;574,8
01.01.2009 09:00:00;10,9328;10,99209;10,92945;10,98405;1013,2
01.01.2009 10:00:00;10,98548;10,98548;10,92447;10,93633;1084,4
01.01.2009 11:00:00;10,93642;10,94711;10,9278;10,93961;725,6
01.01.2009 12:00:00;10,94061;10,94507;10,92014;10,93858;983,2
01.01.2009 13:00:00;10,93811;10,9604;10,92672;10,9296;744
01.01.2009 14:00:00;10,93545;10,96403;10,92781;10,94488;694,4
01.01.2009 15:00:00;10,94529;10,95761;10,93142;10,94825;1020,2
01.01.2009 16:00:00;10,946;10,95868;10,92421;10,9489;703,6
01.01.2009 17:00:00;10,94671;10,9582;10,93417;10,95206;1016
01.01.2009 18:00:00;10,95416;10,9573;10,93454;10,94581;908,4
01.01.2009 19:00:00;10,94768;10,95744;10,8333;10,8333;486,6
01.01.2009 20:00:00;10,8248;10,95343;10,8213;10,95343;401,8
01.01.2009 21:00:00;10,92395;10,95764;10,80596;10,94437;404,8
01.01.2009 22:00:00;10,91012;10,93717;10,86267;10,90268;447,6
01.01.2009 23:00:00;10,91854;10,9333;10,8015;10,87484;438,2
02.01.2009 00:00:00;10,86912;10,93137;10,86564;10,90758;431,2
02.01.2009 01:00:00;10,9075;10,92495;10,85325;10,85862;550,8
02.01.2009 02:00:00;10,87747;10,9144;10,84945;10,87706;563,6
02.01.2009 03:00:00;10,90606;10,91211;10,86877;10,88572;614,6
02.01.2009 04:00:00;10,90592;10,93234;10,86208;10,87835;388,4
02.01.2009 05:00:00;10,90405;10,90757;10,86444;10,88173;626
02.01.2009 06:00:00;10,88404;10,90175;10,85771;10,86675;660,2
02.01.2009 07:00:00;10,86675;10,88665;10,84492;10,878;804,6
02.01.2009 08:00:00;10,878;10,8878;10,82499;10,8543;748,2
02.01.2009 09:00:00;10,85295;10,85505;10,81489;10,8387;746,6
02.01.2009 10:00:00;10,84045;10,8433;10,79711;10,835;1332,2
02.01.2009 11:00:00;10,835;10,8525;10,79288;10,83599;1006,4
