Time (EET);Open;High;Low;Close;Volume 
01.01.2009 01:00:00;9,51706;9,52534;9,508;9,52218;70,60033
01.01.2009 02:00:00;9,52218;9,52446;9,51559;9,51716;59,2953
01.01.2009 03:00:00;9,52162;9,52492;9,50596;9,52114;113,38535
01.01.2009 04:00:00;9,52172;9,52589;9,50822;9,51835;103,26826
01.01.2009 05:00:00;9,52279;9,52486;9,50732;9,52237;77,46448
01.01.2009 06:00:00;9,52022;9,52634;9,5098;9,52186;87,01139
01.01.2009 07:00:00;9,51954;9,5244;9,49189;9,5027;110,13387
01.01.2009 08:00:00;9,50294;9,50767;9,47346;9,48587;108,94379
01.01.2009 09:00:00;9,48407;9,48407;9,4448;9,4619;298,77875
01.01.2009 10:00:00;9,46332;9,46658;9,44178;9,44408;122,49672
01.01.2009 11:00:00;9,44408;9,44838;9,43112;9,44589;68,75179
01.01.2009 12:00:00;9,4442;9,44759;9,40807;9,40989;200,77628
01.01.2009 13:00:00;9,40933;9,41044;9,36177;9,3762;288,90527
01.01.2009 14:00:00;9,36118;9,38067;9,355;9,36121;202,98936
01.01.2009 15:00:00;9,36061;9,36801;9,34783;9,36262;286,5296
01.01.2009 16:00:00;9,36295;9,36692;9,34726;9,36276;184,43718
01.01.2009 17:00:00;9,36187;9,3664;9,35283;9,36229;145,169
01.01.2009 18:00:00;9,36141;9,36597;9,3492;9,36569;79,12907
01.01.2009 19:00:00;9,36388;9,36635;9,35389;9,35876;78,20445
01.01.2009 20:00:00;9,36289;9,36628;9,35211;9,36535;95,07819
01.01.2009 21:00:00;9,36378;9,36591;9,35166;9,35886;84,70414
01.01.2009 22:00:00;9,36179;9,39098;9,35233;9,38886;95,68565
01.01.2009 23:00:00;9,38646;9,40477;9,38577;9,40352;37,7724
02.01.2009 00:00:00;9,40486;9,44145;9,40111;9,43996;92,43003
02.01.2009 01:00:00;9,4414;9,46972;9,43683;9,46246;77,22242
02.01.2009 02:00:00;9,46386;9,48478;9,45362;9,46565;85,58035
02.01.2009 03:00:00;9,46564;9,4942;9,43892;9,45749;103,08393
02.01.2009 04:00:00;9,45639;9,4935;9,45196;9,46957;131,91118
02.01.2009 05:00:00;9,47045;9,4936;9,45832;9,48342;181,08755
02.01.2009 06:00:00;9,48673;9,51047;9,45852;9,5067;138,85909
02.01.2009 07:00:00;9,50622;9,51643;9,45001;9,47356;136,80069
02.01.2009 08:00:00;9,48559;9,5091;9,42136;9,44667;261,37567
02.01.2009 09:00:00;9,43326;9,46181;9,40174;9,46139;611,2982
02.01.2009 10:00:00;9,4454;9,46505;9,39412;9,43731;425,79126
02.01.2009 11:00:00;9,43811;9,45705;9,3833;9,43282;378,21198
02.01.2009 12:00:00;9,4273;9,45202;9,40476;9,4298;562,3104
02.01.2009 13:00:00;9,42139;9,45159;9,39016;9,3977;579,9327
02.01.2009 14:00:00;9,38057;9,44474;9,35989;9,43208;351,38843
02.01.2009 15:00:00;9,43838;9,45108;9,30924;9,35526;247,0763
02.01.2009 16:00:00;9,3543;9,40909;9,29798;9,37138;366,85822
02.01.2009 17:00:00;9,38487;9,38745;9,30349;9,3299;247,66542
02.01.2009 18:00:00;9,3301;9,36721;9,25396;9,30254;203,11345
02.01.2009 19:00:00;9,30186;9,32721;9,22065;9,26157;216,00754
02.01.2009 20:00:00;9,26297;9,3388;9,23941;9,31105;188,8141
02.01.2009 21:00:00;9,30696;9,32499;9,27067;9,30289;198,1196
02.01.2009 22:00:00;9,30425;9,37711;9,29139;9,32068;172,83998
02.01.2009 23:00:00;9,31832;9,32694;9,26959;9,27949;140,13268
05.01.2009 00:00:00;9,29762;9,34598;9,29617;9,34386;108,08316
05.01.2009 01:00:00;9,34169;9,34374;9,31206;9,32167;64,95599
05.01.2009 02:00:00;9,36167;9,37844;9,30605;9,34153;95,855
05.01.2009 03:00:00;9,32649;9,36595;9,30745;9,35859;146,07784
05.01.2009 04:00:00;9,35521;9,3875;9,32218;9,3875;147,36867
05.01.2009 05:00:00;9,38588;9,39161;9,32113;9,34055;166,71915
05.01.2009 06:00:00;9,32529;9,3535;9,3164;9,3317;124,42282
05.01.2009 07:00:00;9,325;9,44733;9,31581;9,39746;219,95628
05.01.2009 08:00:00;9,40097;9,47622;9,35862;9,46196;236,26183
05.01.2009 09:00:00;9,45704;9,46363;9,38688;9,4002;223,02007
05.01.2009 10:00:00;9,4206;9,46157;9,38708;9,45047;262,4313
05.01.2009 11:00:00;9,45278;9,46536;9,36075;9,4611;361,7872
05.01.2009 12:00:00;9,46208;9,46846;9,37501;9,44588;244,05882
05.01.2009 13:00:00;9,42658;9,51107;9,38546;9,43257;395,2599
05.01.2009 14:00:00;9,4307;9,49319;9,39651;9,45029;562,87115
05.01.2009 15:00:00;9,4587;9,46955;9,41596;9,4351;571,19196
05.01.2009 16:00:00;9,45732;9,46005;9,33638;9,38591;473,29877
05.01.2009 17:00:00;9,39677;9,40125;9,27594;9,3074;588,79645
05.01.2009 18:00:00;9,31349;9,35242;9,23082;9,29106;628,3919
05.01.2009 19:00:00;9,28287;9,32335;9,24477;9,30499;330,14648
05.01.2009 20:00:00;9,29279;9,32094;9,24615;9,2829;255,55624
05.01.2009 21:00:00;9,2828;9,29207;9,22694;9,26788;220,30556
05.01.2009 22:00:00;9,27265;9,28623;9,23679;9,27475;302,9117
05.01.2009 23:00:00;9,28357;9,29138;9,24159;9,26849;159,44539
06.01.2009 00:00:00;9,26656;9,28898;9,24717;9,27424;133,93687
06.01.2009 01:00:00;9,26438;9,29409;9,25926;9,25936;123,15395
06.01.2009 02:00:00;9,25936;9,30646;9,25726;9,28908;198,57745
06.01.2009 03:00:00;9,29874;9,32773;9,26069;9,30206;183,86989
06.01.2009 04:00:00;9,29959;9,31748;9,28959;9,31057;109,15152
06.01.2009 05:00:00;9,30105;9,31919;9,26442;9,28892;247,02827
06.01.2009 06:00:00;9,26188;9,31517;9,24283;9,2531;200,3437
06.01.2009 07:00:00;9,25704;9,35924;9,25704;9,3249;229,38622
06.01.2009 08:00:00;9,32549;9,36578;9,28813;9,33247;282,76355
06.01.2009 09:00:00;9,33626;9,37152;9,2833;9,34419;641,64514
06.01.2009 10:00:00;9,3605;9,42912;9,32374;9,40307;588,4688
06.01.2009 11:00:00;9,42461;9,43204;9,35562;9,38582;469,5212
06.01.2009 12:00:00;9,3831;9,42175;9,34544;9,3819;554,4584
06.01.2009 13:00:00;9,39109;9,39875;9,24264;9,2887;571,49286
06.01.2009 14:00:00;9,28547;9,33606;9,24049;9,29228;413,9052
06.01.2009 15:00:00;9,30628;9,36099;9,26585;9,32938;253,18724
06.01.2009 16:00:00;9,3107;9,34977;9,2614;9,30058;365,84393
06.01.2009 17:00:00;9,30087;9,3588;9,26826;9,3133;265,68616
06.01.2009 18:00:00;9,31634;9,36373;9,30568;9,31594;261,7025
06.01.2009 19:00:00;9,33846;9,34515;9,2268;9,28507;253,56725
06.01.2009 20:00:00;9,2862;9,31538;9,2409;9,297;244,71715
06.01.2009 21:00:00;9,29053;9,33349;9,24165;9,29329;158,7347
06.01.2009 22:00:00;9,31445;9,34209;9,28458;9,32369;217,39084
06.01.2009 23:00:00;9,3287;9,34924;9,30377;9,3304;185,01964
07.01.2009 00:00:00;9,32859;9,35417;9,31714;9,33589;166,84003
07.01.2009 01:00:00;9,33549;9,33987;9,3009;9,33717;83,64619
07.01.2009 02:00:00;9,33707;9,35267;9,31376;9,3517;174,35425
07.01.2009 03:00:00;9,32649;9,3611;9,31744;9,34339;130,40013
07.01.2009 04:00:00;9,3299;9,36059;9,30767;9,3491;133,67685
07.01.2009 05:00:00;9,3477;9,36496;9,333;9,34276;158,22209
07.01.2009 06:00:00;9,34609;9,36412;9,31832;9,34714;172,9919
07.01.2009 07:00:00;9,3445;9,37507;9,31494;9,34676;204,32845
07.01.2009 08:00:00;9,36019;9,37886;9,30367;9,34806;229,20236
07.01.2009 09:00:00;9,35844;9,36939;9,23753;9,2701;260,17978
07.01.2009 10:00:00;9,2634;9,32917;9,24161;9,28997;254,8859
07.01.2009 11:00:00;9,30418;9,36592;9,27507;9,3422;377,01782
07.01.2009 12:00:00;9,33288;9,40674;9,30424;9,38448;254,42578
07.01.2009 13:00:00;9,37858;9,41219;9,32769;9,38897;410,13983
07.01.2009 14:00:00;9,3896;9,42713;9,32345;9,33789;564,3933
07.01.2009 15:00:00;9,3608;9,39476;9,29411;9,3476;572,7159
07.01.2009 16:00:00;9,36902;9,41714;9,33613;9,39351;455,1488
07.01.2009 17:00:00;9,40367;9,49653;9,36428;9,4745;583,58636
07.01.2009 18:00:00;9,48069;9,49055;9,42052;9,43806;618,18585
